Start_Point,End_Point,Rel_Position
C235,C249,northwestern
C235,C228,southeastern
C235,C232,northeastern
C236,C123,southern
C236,C138,southern
C236,C240,southwestern
C236,C189,eastern
C236,C184,northeastern
C236,C234,northwestern
C236,C127,northern
C236,C135,northwestern
C237,C1105,southwestern
C237,C1101,southern
C237,C233,eastern
C237,C1098,western
C237,C248,northeastern
C237,C245,northwestern
C237,C252,northern
C238,C242,southeastern
C238,C248,southwestern
C238,C243,western
C238,C235,northern
C238,C228,eastern
C239,C241,southern
C239,C240,southeastern
C239,C242,northwestern
C239,C233,southwestern
C239,C234,northeastern
C239,C228,northern
C240,C139,southern
C240,C138,southeastern
C240,C241,western
C240,C239,northwestern
C240,C236,northeastern
C240,C234,northern
C241,C140,southwestern
C241,C139,southeastern
C241,C251,southern
C241,C240,eastern
C241,C239,northern
C241,C233,western
C242,C239,southeastern
C242,C233,southwestern
C242,C248,western
C242,C238,northwestern
C242,C228,northern
C243,C248,southern
C243,C252,southwestern
C243,C238,eastern
C243,C244,northwestern
C243,C235,northeastern
C243,C249,northern
C244,C245,southwestern
C244,C252,southern
C244,C243,southeastern
C244,C1070,western
C244,C249,northeastern
C244,C250,northwestern
C245,C237,southeastern
C245,C1098,southwestern
C245,C1103,southwestern
C245,C252,eastern
C245,C1070,northwestern
C245,C244,northeastern
C246,C249,southern
C246,C247,eastern
C246,C230,southwestern
C246,C1088,northeastern
C246,C1067,northwestern
C247,C249,southwestern
C247,C132,eastern
C247,C229,northeastern
C247,C129,northeastern
C247,C246,western
C247,C1088,northern
C247,C232,southeastern
C248,C242,eastern
C248,C233,southeastern
C248,C237,southwestern
C248,C252,northwestern
C248,C238,northeastern
C248,C243,northern
C249,C243,southern
C249,C244,southwestern
C249,C235,southeastern
C249,C250,western
C249,C247,northeastern
C249,C230,northwestern
C249,C246,northern
C249,C232,eastern
C250,C1070,southwestern
C250,C244,southeastern
C250,C249,eastern
C250,C1069,western
C250,C230,northeastern
C250,C1066,northwestern
C251,C140,southwestern
C251,C139,eastern
C251,C241,northern
C252,C237,southern
C252,C248,southeastern
C252,C245,western
C252,C243,northeastern
C252,C244,northern
C253,C165,southwestern
C253,C170,southwestern
C253,C210,southeastern
C253,C166,southern
C253,C125,southeastern
C253,C126,southwestern
C253,C172,western
C253,C164,western
C253,C1059,western
C253,C1106,northwestern
C253,C216,eastern
C253,C219,eastern
C253,C225,northeastern
C253,C221,northeastern
C253,C224,northeastern
C253,C1097,northern
C254,C56,southern
C254,C342,southeastern
C254,C358,eastern
C254,C349,northwestern
C255,C351,western
C255,C345,northern
C255,C347,northeastern
C255,C346,northwestern
C255,C361,southern
C255,C359,southwestern
C255,C350,southeastern
C255,C288,eastern
C255,C367,northwestern
C256,C346,southeastern
C256,C385,southeastern
C256,C372,northeastern
C256,C383,northwestern
C256,C381,northern
C256,C374,eastern
C256,C373,northeastern
C257,C118,southern
C257,C272,western
C257,C47,eastern
C257,C273,western
C257,C262,northwestern
C257,C263,northern
C257,C265,northeastern
C258,C275,southern
C258,C322,eastern
C258,C278,northern
C259,C269,western
C259,C261,southwestern
C259,C273,southeastern
C259,C260,northeastern
C259,C262,eastern
C259,C267,northwestern
C259,C270,northeastern
C260,C259,southwestern
C261,C269,northwestern
C261,C272,eastern
C261,C273,eastern
C261,C259,northeastern
C262,C257,southeastern
C262,C273,southwestern
C262,C259,western
C262,C263,eastern
C262,C270,northern
C263,C257,southern
C263,C273,southwestern
C263,C262,western
C263,C265,northeastern
C263,C270,northwestern
C264,C265,southeastern
C264,C270,southwestern
C264,C362,northeastern
C265,C42,southeastern
C265,C50,eastern
C265,C47,southern
C265,C257,southwestern
C265,C263,southwestern
C265,C270,western
C265,C264,northwestern
C265,C362,northern
C265,C366,northeastern
C266,C274,western
C266,C267,southern
C266,C270,eastern
C267,C269,southwestern
C267,C271,western
C267,C274,northwestern
C267,C259,southeastern
C267,C270,eastern
C267,C266,northern
C268,C269,northeastern
C268,C271,northeastern
C269,C268,southwestern
C269,C271,northwestern
C269,C261,southeastern
C269,C259,eastern
C269,C267,northeastern
C270,C259,southwestern
C270,C262,southern
C270,C263,southeastern
C270,C265,eastern
C270,C267,western
C270,C266,western
C270,C264,northeastern
C271,C268,southwestern
C271,C269,southeastern
C271,C267,eastern
C272,C261,western
C272,C257,eastern
C272,C273,northeastern
C273,C272,southwestern
C273,C261,western
C273,C257,eastern
C273,C259,northwestern
C273,C262,northeastern
C273,C263,northeastern
C274,C267,southeastern
C274,C266,eastern
C275,C258,northern
C276,C278,southern
C276,C277,northeastern
C277,C276,southwestern
C278,C258,southern
C278,C276,northern
C279,C291,southern
C279,C287,southeastern
C279,C280,eastern
C279,C284,western
C279,C281,northern
C280,C287,southwestern
C280,C279,western
C280,C830,southeastern
C280,C282,northern
C280,C281,northwestern
C281,C279,southern
C281,C280,southeastern
C281,C284,southwestern
C281,C282,eastern
C281,C290,western
C281,C733,northeastern
C281,C289,northern
C282,C280,southern
C282,C830,southeastern
C282,C281,western
C282,C732,northeastern
C282,C733,northern
C283,C286,western
C283,C290,southwestern
C283,C289,eastern
C283,C285,northern
C284,C353,western
C284,C288,southwestern
C284,C291,southeastern
C284,C279,eastern
C284,C281,northeastern
C284,C290,northern
C285,C286,southwestern
C285,C283,southern
C285,C289,southeastern
C285,C730,eastern
C285,C380,western
C285,C379,northwestern
C285,C777,northern
C286,C368,southwestern
C286,C371,western
C286,C290,southeastern
C286,C283,eastern
C286,C375,northwestern
C286,C380,northern
C286,C285,northeastern
C287,C291,southwestern
C287,C279,northwestern
C287,C280,northeastern
C287,C830,eastern
C288,C347,northwestern
C288,C353,northern
C288,C356,southern
C288,C350,southern
C288,C255,western
C288,C365,eastern
C288,C291,eastern
C288,C284,northeastern
C289,C281,southern
C289,C290,southwestern
C289,C733,southeastern
C289,C283,western
C289,C730,northeastern
C289,C285,northwestern
C290,C353,southwestern
C290,C368,western
C290,C286,northwestern
C290,C284,southern
C290,C281,eastern
C290,C283,northeastern
C290,C289,northeastern
C291,C288,western
C291,C365,southern
C291,C287,northeastern
C291,C279,northern
C291,C830,eastern
C291,C284,northwestern
C296,C301,southern
C296,C297,western
C296,C303,northeastern
C296,C299,northeastern
C296,C304,northwestern
C297,C306,western
C297,C301,southeastern
C297,C307,southwestern
C297,C296,eastern
C297,C305,northwestern
C297,C304,northern
C298,C306,southern
C298,C305,southeastern
C298,C304,eastern
C299,C296,southwestern
C299,C303,eastern
C299,C304,western
C300,C308,southeastern
C300,C302,northern
C301,C310,eastern
C301,C297,northwestern
C301,C309,northeastern
C301,C296,northern
C301,C303,northeastern
C302,C300,southern
C303,C301,southwestern
C303,C309,southern
C303,C296,southwestern
C303,C299,western
C304,C306,southwestern
C304,C298,western
C304,C297,southern
C304,C296,southeastern
C304,C305,southwestern
C304,C299,eastern
C305,C306,southwestern
C305,C298,northwestern
C305,C297,southeastern
C305,C304,northeastern
C306,C298,northern
C306,C307,southeastern
C306,C297,eastern
C306,C305,northeastern
C306,C304,northeastern
C307,C306,northwestern
C307,C297,northeastern
C308,C300,northwestern
C309,C301,southwestern
C309,C310,southeastern
C309,C303,northern
C310,C301,western
C310,C309,northwestern
C311,C331,southern
C311,C325,southwestern
C311,C768,eastern
C311,C321,northwestern
C311,C324,northern
C311,C774,southeastern
C312,C327,southwestern
C312,C334,eastern
C312,C330,western
C312,C320,southeastern
C313,C323,southeastern
C313,C328,southwestern
C313,C319,northwestern
C313,C314,northeastern
C314,C323,southern
C314,C335,southeastern
C314,C313,southwestern
C314,C319,western
C314,C326,eastern
C314,C336,western
C314,C334,northern
C314,C320,northwestern
C315,C768,southeastern
C315,C324,western
C315,C776,eastern
C316,C383,southeastern
C316,C381,eastern
C316,C333,eastern
C316,C329,northeastern
C316,C338,northern
C317,C334,southwestern
C317,C337,southeastern
C318,C339,southeastern
C318,C322,eastern
C319,C328,southwestern
C319,C313,southeastern
C319,C314,eastern
C319,C336,northern
C320,C314,southeastern
C320,C336,southwestern
C320,C327,western
C320,C334,eastern
C320,C312,northwestern
C321,C325,southern
C321,C311,southeastern
C321,C324,northeastern
C321,C335,western
C321,C326,northwestern
C321,C337,northern
C322,C339,southern
C322,C318,western
C322,C327,eastern
C322,C258,western
C322,C330,northern
C323,C329,southwestern
C323,C325,southeastern
C323,C328,western
C323,C335,eastern
C323,C313,northwestern
C323,C314,northern
C324,C311,southern
C324,C768,southeastern
C324,C321,southwestern
C324,C315,eastern
C324,C337,northwestern
C325,C333,southwestern
C325,C329,western
C325,C340,southeastern
C325,C332,southeastern
C325,C331,eastern
C325,C311,northeastern
C325,C321,northern
C325,C323,northwestern
C325,C335,northern
C326,C321,southeastern
C326,C335,southern
C326,C314,western
C326,C334,northwestern
C326,C337,northeastern
C327,C339,southwestern
C327,C328,southeastern
C327,C336,eastern
C327,C322,western
C327,C330,northwestern
C327,C320,eastern
C327,C312,northeastern
C328,C329,southeastern
C328,C338,southwestern
C328,C339,western
C328,C323,eastern
C328,C313,northeastern
C328,C319,northeastern
C328,C336,northern
C328,C327,northwestern
C329,C316,southwestern
C329,C333,southeastern
C329,C338,western
C329,C325,eastern
C329,C323,northeastern
C329,C328,northwestern
C330,C327,southeastern
C330,C322,southern
C330,C312,eastern
C331,C332,southwestern
C331,C767,southeastern
C331,C325,western
C331,C311,northern
C331,C774,eastern
C332,C340,southwestern
C332,C767,eastern
C332,C331,northeastern
C332,C325,northwestern
C333,C381,southern
C333,C316,western
C333,C329,northwestern
C333,C370,southeastern
C333,C340,eastern
C333,C325,northeastern
C334,C326,southeastern
C334,C314,southern
C334,C337,eastern
C334,C320,western
C334,C312,western
C334,C317,northeastern
C335,C325,southern
C335,C321,eastern
C335,C323,western
C335,C326,northern
C335,C314,northwestern
C336,C328,southern
C336,C319,southern
C336,C314,eastern
C336,C327,western
C336,C320,northeastern
C337,C321,southern
C337,C324,southeastern
C337,C326,southwestern
C337,C334,western
C337,C317,northwestern
C338,C316,southern
C338,C329,eastern
C338,C339,northwestern
C338,C328,northeastern
C339,C338,southeastern
C339,C318,northwestern
C339,C328,eastern
C339,C327,northeastern
C339,C322,northern
C340,C333,western
C340,C370,southwestern
C340,C332,northeastern
C340,C767,eastern
C340,C325,northwestern
C340,C382,southeastern
C340,C777,eastern
C341,C347,southern
C341,C353,southeastern
C341,C346,western
C341,C368,northern
C342,C44,southern
C342,C48,southern
C342,C56,western
C342,C844,eastern
C342,C358,northeastern
C342,C254,northwestern
C343,C351,southern
C344,C832,southeastern
C344,C360,southern
C344,C348,western
C344,C357,northwestern
C344,C843,eastern
C345,C347,eastern
C345,C346,northwestern
C345,C255,southern
C345,C367,western
C346,C351,southwestern
C346,C345,southeastern
C346,C347,southeastern
C346,C353,eastern
C346,C341,eastern
C346,C368,eastern
C346,C385,northern
C346,C371,northeastern
C346,C369,northeastern
C346,C256,northwestern
C346,C255,southeastern
C346,C367,southeastern
C347,C345,western
C347,C353,northeastern
C347,C346,northwestern
C347,C341,northern
C347,C255,southwestern
C347,C288,southeastern
C348,C844,southern
C348,C360,southeastern
C348,C344,eastern
C348,C357,northwestern
C349,C56,southern
C349,C50,southwestern
C349,C358,eastern
C349,C357,eastern
C349,C355,eastern
C349,C254,southeastern
C349,C366,western
C349,C361,northern
C350,C361,southwestern
C350,C356,southeastern
C350,C255,northwestern
C350,C288,northern
C351,C346,northeastern
C351,C343,northern
C351,C255,eastern
C352,C355,southern
C352,C356,northwestern
C352,C364,southern
C352,C363,eastern
C352,C354,eastern
C352,C365,northeastern
C353,C347,southwestern
C353,C346,western
C353,C341,northwestern
C353,C368,northwestern
C353,C288,southern
C353,C284,eastern
C353,C290,northeastern
C354,C843,southeastern
C354,C363,southwestern
C354,C352,western
C354,C365,northwestern
C354,C834,eastern
C354,C824,eastern
C355,C358,southern
C355,C357,eastern
C355,C349,western
C355,C364,northwestern
C355,C363,northeastern
C355,C352,northern
C356,C361,western
C356,C350,northwestern
C356,C288,northern
C356,C364,southern
C356,C352,southeastern
C356,C365,northeastern
C357,C844,southeastern
C357,C832,southeastern
C357,C358,southwestern
C357,C348,southeastern
C357,C344,southeastern
C357,C355,western
C357,C349,western
C357,C361,northwestern
C357,C843,eastern
C357,C364,northwestern
C357,C363,northeastern
C358,C342,southwestern
C358,C844,southeastern
C358,C357,northeastern
C358,C355,northern
C358,C254,western
C358,C349,western
C359,C362,southwestern
C359,C366,southern
C359,C361,eastern
C359,C255,northeastern
C360,C844,southern
C360,C832,eastern
C360,C348,northwestern
C360,C344,northern
C361,C357,southeastern
C361,C349,southern
C361,C366,southwestern
C361,C359,western
C361,C356,eastern
C361,C350,northeastern
C361,C255,northern
C361,C364,southeastern
C362,C265,southern
C362,C264,southwestern
C362,C366,eastern
C362,C359,northeastern
C363,C357,southwestern
C363,C355,southwestern
C363,C843,southeastern
C363,C352,western
C363,C354,northeastern
C364,C357,southeastern
C364,C355,southeastern
C364,C361,northwestern
C364,C356,northern
C364,C352,northern
C365,C356,southwestern
C365,C288,western
C365,C352,southwestern
C365,C354,southeastern
C365,C291,northern
C365,C824,eastern
C365,C830,northeastern
C365,C829,northeastern
C366,C50,southern
C366,C265,southwestern
C366,C362,western
C366,C349,eastern
C366,C361,northeastern
C366,C359,northern
C367,C345,eastern
C367,C346,northwestern
C367,C255,southeastern
C368,C353,southeastern
C368,C346,western
C368,C341,southern
C368,C371,northwestern
C368,C286,northeastern
C368,C290,eastern
C369,C346,southwestern
C369,C385,western
C369,C371,eastern
C369,C375,northeastern
C370,C372,southern
C370,C381,southwestern
C370,C333,northwestern
C370,C340,northeastern
C370,C382,southeastern
C371,C346,southwestern
C371,C368,southeastern
C371,C369,western
C371,C286,eastern
C371,C375,northern
C372,C256,southwestern
C372,C381,northwestern
C372,C370,northern
C372,C373,southern
C372,C384,southeastern
C372,C378,eastern
C372,C382,northeastern
C373,C256,southwestern
C373,C372,northern
C373,C374,southeastern
C373,C384,northeastern
C374,C385,southern
C374,C256,western
C374,C375,eastern
C374,C373,northwestern
C374,C386,northeastern
C374,C384,northern
C375,C385,southwestern
C375,C371,southern
C375,C369,southwestern
C375,C286,southeastern
C375,C374,western
C375,C380,northeastern
C375,C386,northwestern
C375,C378,northern
C375,C379,northeastern
C376,C379,southern
C376,C377,western
C376,C777,northeastern
C377,C378,southwestern
C377,C379,southeastern
C377,C382,western
C377,C376,eastern
C377,C777,eastern
C378,C372,western
C378,C375,southern
C378,C386,southwestern
C378,C384,southwestern
C378,C379,eastern
C378,C377,northeastern
C378,C382,northern
C379,C375,southwestern
C379,C380,southern
C379,C378,western
C379,C377,northwestern
C379,C285,southeastern
C379,C376,northern
C379,C777,northeastern
C380,C286,southern
C380,C375,southwestern
C380,C379,northern
C380,C285,eastern
C381,C256,southern
C381,C372,southeastern
C381,C383,western
C381,C316,western
C381,C333,northern
C381,C370,northeastern
C382,C372,southwestern
C382,C370,northwestern
C382,C340,northwestern
C382,C378,southern
C382,C377,eastern
C382,C777,eastern
C383,C256,southeastern
C383,C381,eastern
C383,C316,northwestern
C384,C372,northwestern
C384,C374,southern
C384,C373,southwestern
C384,C386,eastern
C384,C378,northeastern
C385,C346,southern
C385,C369,eastern
C385,C256,northwestern
C385,C374,northern
C385,C375,northeastern
C386,C374,southwestern
C386,C375,southeastern
C386,C384,western
C386,C378,northeastern
C387,C400,southeastern
C387,C403,eastern
C387,C401,northeastern
C387,C927,southwestern
C387,C938,western
C387,C934,western
C387,C919,northwestern
C387,C931,northwestern
C387,C389,northern
C388,C400,western
C388,C3,southeastern
C388,C399,northeastern
C389,C387,southern
C389,C401,eastern
C389,C919,southern
C389,C931,southwestern
C389,C475,northwestern
C389,C474,northern
C389,C391,northeastern
C389,C396,northern
C390,C395,southwestern
C390,C393,northwestern
C390,C408,northwestern
C391,C401,southeastern
C391,C419,eastern
C391,C389,southwestern
C391,C396,northwestern
C392,C420,southwestern
C392,C416,western
C392,C395,eastern
C392,C414,northwestern
C392,C417,northern
C392,C393,northeastern
C393,C392,southwestern
C393,C395,southern
C393,C390,southeastern
C393,C417,western
C393,C408,northern
C394,C406,southwestern
C394,C407,eastern
C395,C392,western
C395,C390,northeastern
C395,C393,northern
C396,C419,eastern
C396,C389,southern
C396,C475,southwestern
C396,C474,southwestern
C396,C495,northwestern
C396,C499,northwestern
C396,C391,southeastern
C396,C486,northeastern
C396,C480,northern
C396,C483,northeastern
C397,C422,southwestern
C397,C418,northwestern
C397,C420,northeastern
C398,C415,southern
C398,C413,southern
C398,C417,southeastern
C398,C405,eastern
C398,C412,southeastern
C398,C410,southwestern
C398,C406,northeastern
C399,C388,southwestern
C399,C400,southwestern
C399,C403,northwestern
C399,C3,southern
C399,C402,northeastern
C400,C1086,southwestern
